# =============================================================================
# NXTUP Platform - Training Dataset (Zero Data Leakage)
# =============================================================================
# PURPOSE: Independent dataset generation for NXTUP Placement Risk Modeling.
# RECORDS: 1200 | RANDOM SEED: 4242
# SIH 2026 (Problem ID: SIH26135) | Team Lumora
# =============================================================================
attendance_pct,assessment_avg_score,certification_status,skill_gap_score,has_apprenticeship,training_duration_weeks,prior_experience_years,course_domain,state,num_job_applications,verified_skill_count,placement_status
84.9,68.9,0,49.6,0,20,0,Information Technology,Karnataka,18,8,1
81.8,65.5,1,34.6,0,16,0,Data Science & AI,Gujarat,11,9,1
86.3,71.1,1,34.3,0,16,1,Information Technology,West Bengal,20,9,1
72.0,47.5,1,55.1,1,14,0,Data Science & AI,Uttar Pradesh,20,7,1
77.3,61.5,0,58.5,1,14,0,Data Science & AI,Rajasthan,16,6,1
90.7,75.4,1,30.5,0,20,0,Information Technology,Tamil Nadu,12,10,1
82.8,71.4,1,40.1,0,20,0,Information Technology,Maharashtra,11,8,1
82.5,63.8,1,42.0,1,12,0,Cloud Infrastructure,Maharashtra,19,9,1
63.8,36.0,0,85.0,1,18,0,Information Technology,Tamil Nadu,5,4,0
86.0,70.6,1,29.5,1,14,0,Cloud Infrastructure,Maharashtra,8,8,1
83.9,66.2,1,33.8,0,10,0,Healthcare Technology,West Bengal,15,10,1
74.1,54.8,1,45.0,0,16,0,Information Technology,Rajasthan,11,7,1
77.0,57.3,0,50.8,0,16,0,Data Science & AI,Maharashtra,13,7,0
70.5,48.6,0,70.5,0,18,0,Information Technology,Delhi,12,5,0
82.2,56.9,0,56.4,0,14,0,Cloud Infrastructure,Karnataka,12,5,1
55.2,32.0,0,85.0,0,24,0,Industrial Electronics,Kerala,6,3,0
91.6,85.5,1,26.9,0,14,4,Information Technology,Gujarat,7,10,1
66.0,41.7,0,62.8,1,14,0,Information Technology,Maharashtra,8,5,1
91.8,78.7,1,35.0,0,16,1,Cloud Infrastructure,Gujarat,15,10,1
83.5,66.3,1,30.5,0,14,0,Cloud Infrastructure,Telangana,10,9,1
73.3,48.9,1,59.1,0,20,1,Information Technology,Karnataka,8,8,1
73.0,50.8,0,59.3,0,14,0,Data Science & AI,Karnataka,10,5,1
64.3,46.2,1,61.1,1,14,0,Data Science & AI,Karnataka,9,7,1
74.9,54.8,1,50.0,0,20,0,Information Technology,Maharashtra,15,7,1
77.2,66.1,0,62.2,0,14,0,Data Science & AI,Telangana,11,5,1
92.6,81.9,1,23.5,0,16,0,Information Technology,Maharashtra,10,11,1
79.1,64.9,1,45.2,0,20,0,Data Science & AI,Telangana,11,10,1
62.1,33.5,0,77.9,0,14,2,Data Science & AI,Maharashtra,8,5,0
93.1,71.8,1,24.5,0,14,4,Healthcare Technology,Delhi,8,10,1
87.0,64.7,1,41.7,0,24,0,Industrial Electronics,Tamil Nadu,12,8,1
79.5,62.7,1,35.7,0,16,0,Information Technology,Maharashtra,10,10,1
72.6,52.8,0,61.0,0,16,0,Cloud Infrastructure,Karnataka,9,7,0
94.2,87.7,1,19.0,0,10,1,Healthcare Technology,Tamil Nadu,12,12,1
89.4,73.5,1,27.5,0,20,0,Information Technology,Tamil Nadu,7,9,1
92.1,77.1,1,20.8,0,14,0,Cloud Infrastructure,Karnataka,11,10,1
96.8,85.8,1,17.3,0,16,1,Data Science & AI,Telangana,14,12,1
84.9,74.8,1,33.1,1,14,0,Healthcare Technology,Karnataka,16,9,1
63.6,33.8,0,67.0,0,12,0,Cloud Infrastructure,Uttar Pradesh,12,3,0
86.4,72.3,1,36.3,1,16,0,Information Technology,Karnataka,11,8,1
67.9,37.5,0,71.7,0,18,1,Information Technology,Tamil Nadu,6,4,0
82.8,69.0,1,34.8,1,20,0,Information Technology,Telangana,14,8,1
73.3,49.0,0,70.3,0,14,0,Data Science & AI,Maharashtra,4,6,0
66.3,41.9,0,76.7,1,14,0,Cloud Infrastructure,West Bengal,5,4,0
67.8,40.5,1,59.6,0,14,0,Cloud Infrastructure,Maharashtra,7,8,0
85.4,62.2,0,49.3,0,16,0,Information Technology,Karnataka,12,6,1
86.4,75.6,1,31.9,0,16,0,Information Technology,Uttar Pradesh,12,8,1
76.1,54.3,1,51.1,1,14,0,Cloud Infrastructure,Telangana,12,7,1
65.8,50.7,0,62.9,1,18,0,Information Technology,Karnataka,3,5,1
64.7,40.0,0,73.1,0,16,1,Industrial Electronics,Karnataka,4,3,0
79.9,61.4,0,61.1,0,12,0,Cloud Infrastructure,Kerala,22,7,1
74.3,59.4,0,54.0,0,12,0,Cloud Infrastructure,Tamil Nadu,9,6,1
80.2,64.1,1,41.9,0,16,0,Cloud Infrastructure,Karnataka,11,10,1
93.9,80.5,1,21.2,0,12,0,Cloud Infrastructure,Tamil Nadu,17,9,1
80.0,65.8,0,57.6,1,18,0,Information Technology,Gujarat,16,5,1
58.6,32.0,0,78.9,1,12,1,Cloud Infrastructure,Karnataka,7,3,1
68.6,39.1,0,62.9,0,12,0,Healthcare Technology,Maharashtra,2,4,0
69.5,51.0,0,62.0,1,16,0,Information Technology,Maharashtra,4,5,1
71.0,53.4,0,67.7,1,16,1,Information Technology,Maharashtra,4,6,1
92.9,85.3,1,15.2,1,20,0,Information Technology,Telangana,7,10,1
78.2,63.7,1,37.3,1,16,0,Data Science & AI,Tamil Nadu,13,10,1
61.8,36.3,0,83.3,1,12,0,Industrial Electronics,Telangana,2,4,1
65.8,42.7,0,66.8,0,20,0,Data Science & AI,Uttar Pradesh,9,4,0
87.5,74.0,0,47.0,0,24,0,Industrial Electronics,Karnataka,15,7,1
57.4,34.7,0,85.0,1,16,0,Information Technology,Maharashtra,9,3,0
74.0,58.8,1,43.5,0,12,1,Industrial Electronics,West Bengal,10,7,1
98.0,82.1,1,23.2,0,20,0,Data Science & AI,Karnataka,12,10,1
79.6,63.6,0,58.5,0,14,0,Cloud Infrastructure,Gujarat,11,7,1
73.2,58.3,1,40.7,0,14,0,Information Technology,Karnataka,12,8,1
61.6,40.2,0,71.9,0,12,0,Industrial Electronics,Uttar Pradesh,11,4,1
82.6,67.4,0,54.9,1,14,0,Healthcare Technology,Tamil Nadu,11,6,0
79.5,56.1,0,58.2,1,18,0,Information Technology,Telangana,12,6,1
89.7,78.3,1,21.6,0,14,0,Information Technology,Maharashtra,11,11,1
66.0,36.7,0,68.4,0,14,2,Healthcare Technology,Karnataka,6,3,0
83.4,71.3,0,53.2,1,12,1,Cloud Infrastructure,Maharashtra,11,8,0
86.3,72.0,1,26.7,1,16,0,Information Technology,Maharashtra,6,9,1
56.5,32.0,0,84.3,0,20,0,Information Technology,Uttar Pradesh,14,3,0
83.5,68.5,1,38.2,1,20,0,Information Technology,Rajasthan,9,10,1
75.3,59.0,0,58.1,0,16,0,Information Technology,Tamil Nadu,11,7,1
76.2,56.7,0,62.8,1,16,0,Information Technology,Uttar Pradesh,4,4,0
77.9,63.3,0,57.0,0,16,0,Cloud Infrastructure,Gujarat,9,6,1
86.9,73.3,1,29.8,0,20,1,Data Science & AI,Karnataka,10,9,1
63.7,41.1,0,71.3,0,24,0,Industrial Electronics,Rajasthan,8,3,0
60.2,37.4,0,72.1,0,10,1,Healthcare Technology,Gujarat,3,5,0
64.6,32.6,0,70.7,0,14,1,Information Technology,Tamil Nadu,9,3,0
74.2,52.5,1,56.2,0,16,0,Data Science & AI,Uttar Pradesh,9,8,1
96.0,87.7,1,24.0,0,12,0,Cloud Infrastructure,Uttar Pradesh,12,10,1
70.4,51.1,0,61.4,0,20,1,Data Science & AI,Maharashtra,11,4,0
82.2,69.9,0,58.3,0,12,0,Healthcare Technology,Karnataka,16,7,1
79.6,58.0,0,63.7,0,14,0,Cloud Infrastructure,Maharashtra,7,7,1
71.1,46.4,0,64.3,1,14,0,Cloud Infrastructure,Maharashtra,5,6,1
74.8,57.4,0,66.7,0,16,4,Information Technology,Maharashtra,13,6,1
65.5,47.2,0,68.1,0,16,1,Information Technology,Tamil Nadu,5,4,0
81.8,62.1,1,34.4,0,10,1,Healthcare Technology,West Bengal,7,10,1
57.5,38.9,0,85.0,0,16,0,Industrial Electronics,Telangana,8,2,0
80.2,64.9,1,44.4,0,20,0,Data Science & AI,Tamil Nadu,18,8,1
62.7,45.7,0,75.0,0,10,1,Healthcare Technology,Telangana,1,5,0
72.9,62.5,0,57.2,0,20,0,Information Technology,Gujarat,5,4,0
71.0,47.6,1,51.6,1,12,0,Industrial Electronics,Karnataka,8,7,1
88.9,76.5,1,25.3,0,12,1,Industrial Electronics,Uttar Pradesh,12,11,1
85.7,63.9,1,35.4,0,14,0,Data Science & AI,Delhi,17,8,1
91.2,75.0,1,30.6,0,16,0,Industrial Electronics,Tamil Nadu,17,9,1
68.8,49.6,1,47.1,0,14,0,Data Science & AI,Maharashtra,6,8,0
67.4,50.7,1,49.2,1,16,0,Information Technology,Telangana,4,7,1
73.5,47.8,1,53.2,0,14,0,Information Technology,Telangana,8,7,1
90.5,76.4,1,24.9,0,12,1,Cloud Infrastructure,Maharashtra,17,10,1
73.4,49.0,0,59.9,0,16,0,Data Science & AI,Karnataka,11,7,1
77.1,53.4,1,50.4,0,18,0,Information Technology,Gujarat,17,8,0
79.2,67.1,1,46.4,0,20,0,Data Science & AI,Kerala,11,7,1
70.8,41.3,0,65.7,1,14,1,Cloud Infrastructure,Karnataka,7,4,1
75.9,56.6,0,63.0,1,12,2,Industrial Electronics,Maharashtra,15,7,0
77.2,64.3,0,53.3,1,14,1,Cloud Infrastructure,Tamil Nadu,12,5,1
65.2,47.8,0,69.6,0,20,0,Information Technology,Karnataka,9,5,0
61.6,32.0,0,75.8,1,14,0,Cloud Infrastructure,West Bengal,10,5,1
77.1,66.8,1,46.0,1,16,0,Data Science & AI,Uttar Pradesh,16,8,1
57.3,32.0,0,84.3,0,10,0,Healthcare Technology,Tamil Nadu,8,3,0
77.6,62.6,0,60.2,0,14,0,Data Science & AI,Telangana,13,5,1
83.5,67.8,0,46.4,0,16,0,Cloud Infrastructure,Karnataka,9,6,1
69.6,52.5,0,57.6,1,14,0,Data Science & AI,Gujarat,4,5,0
80.3,61.9,1,39.4,0,16,1,Data Science & AI,Telangana,13,8,1
78.8,60.0,0,59.2,1,12,0,Cloud Infrastructure,Karnataka,17,7,1
64.6,37.5,0,71.8,1,18,0,Information Technology,Maharashtra,8,3,1
95.0,75.6,1,25.1,0,16,0,Industrial Electronics,Uttar Pradesh,11,12,1
75.5,56.0,0,62.1,0,16,0,Industrial Electronics,Rajasthan,5,5,1
93.8,81.5,1,20.5,0,12,0,Cloud Infrastructure,Delhi,12,11,1
86.7,69.8,1,38.4,1,14,0,Information Technology,Karnataka,4,9,1
76.2,55.9,0,64.9,0,14,0,Information Technology,West Bengal,8,5,0
81.3,59.9,1,40.2,0,16,0,Information Technology,Maharashtra,15,7,1
61.4,33.4,0,77.2,0,16,0,Cloud Infrastructure,Maharashtra,7,3,1
82.2,71.4,1,41.7,1,12,0,Healthcare Technology,Tamil Nadu,15,9,1
89.2,66.3,0,45.7,1,16,0,Cloud Infrastructure,Uttar Pradesh,15,9,1
73.0,51.4,0,58.8,0,14,1,Information Technology,Uttar Pradesh,6,5,1
70.8,50.1,0,70.5,0,10,0,Healthcare Technology,Tamil Nadu,7,6,0
75.1,56.5,1,41.3,1,20,1,Data Science & AI,Telangana,9,8,1
87.8,64.4,1,33.1,1,12,0,Cloud Infrastructure,Gujarat,9,8,1
86.6,73.4,1,35.6,0,16,1,Industrial Electronics,Delhi,11,10,1
83.1,74.6,1,34.2,1,14,3,Cloud Infrastructure,Maharashtra,13,9,1
75.1,56.4,0,59.5,0,12,1,Cloud Infrastructure,Karnataka,10,6,1
88.8,74.3,1,38.0,1,16,0,Data Science & AI,Delhi,20,9,1
71.0,50.7,0,67.2,0,14,0,Data Science & AI,Telangana,4,4,0
72.8,51.8,0,65.6,0,16,0,Information Technology,Karnataka,2,5,0
52.0,32.0,0,85.0,0,16,0,Information Technology,Uttar Pradesh,10,3,1
92.3,88.0,1,16.0,0,12,1,Industrial Electronics,Rajasthan,6,12,1
93.4,72.8,1,35.7,1,20,0,Data Science & AI,Maharashtra,7,10,1
84.6,68.8,1,27.0,1,20,1,Data Science & AI,Delhi,13,9,1
93.3,79.8,1,16.7,0,14,0,Healthcare Technology,Maharashtra,14,10,1
56.9,32.0,0,85.0,1,16,0,Industrial Electronics,Kerala,6,3,0
92.6,74.8,1,29.0,0,12,0,Cloud Infrastructure,Tamil Nadu,17,12,1
67.3,39.3,0,67.3,0,12,4,Industrial Electronics,Tamil Nadu,9,5,1
92.2,75.1,0,40.7,0,14,1,Healthcare Technology,Gujarat,16,9,1
86.4,69.2,1,25.8,0,18,4,Information Technology,Tamil Nadu,14,10,1
87.1,82.5,1,37.4,0,20,0,Information Technology,Gujarat,12,9,1
68.3,41.7,0,68.2,0,12,2,Industrial Electronics,Gujarat,9,4,1
82.0,65.0,0,56.7,1,14,0,Information Technology,Telangana,12,6,1
71.7,60.1,1,44.9,0,14,0,Healthcare Technology,Maharashtra,15,8,1
84.2,60.9,0,46.6,0,20,1,Data Science & AI,West Bengal,10,6,1
73.2,66.2,1,56.0,0,20,4,Information Technology,Uttar Pradesh,8,8,1
75.3,56.4,1,47.8,1,14,0,Healthcare Technology,Karnataka,10,9,1
84.2,65.8,1,36.4,1,14,0,Information Technology,Telangana,18,10,1
83.9,59.5,1,42.2,0,14,0,Cloud Infrastructure,Karnataka,6,9,1
57.1,39.4,0,77.1,1,18,0,Information Technology,Maharashtra,6,2,0
87.0,79.1,1,38.5,1,20,0,Information Technology,Gujarat,10,9,1
68.0,40.5,0,71.9,1,18,1,Information Technology,Telangana,6,4,1
87.4,81.0,1,22.9,1,20,1,Data Science & AI,Maharashtra,11,11,1
80.9,61.6,1,44.7,1,16,0,Industrial Electronics,Gujarat,13,8,1
72.0,50.5,0,64.1,0,14,0,Cloud Infrastructure,Rajasthan,9,6,0
89.0,70.1,1,26.0,0,14,0,Cloud Infrastructure,Karnataka,9,10,1
78.1,58.5,0,57.9,1,16,0,Data Science & AI,Rajasthan,13,6,1
76.8,61.8,0,53.7,0,14,1,Data Science & AI,Gujarat,6,5,1
80.7,57.3,0,52.5,0,14,0,Information Technology,Karnataka,9,5,0
72.0,49.7,0,67.0,0,10,1,Healthcare Technology,Delhi,15,5,0
81.5,67.1,1,36.0,0,16,2,Cloud Infrastructure,Karnataka,9,10,1
83.9,70.4,1,38.3,0,12,0,Industrial Electronics,Maharashtra,11,11,1
84.6,70.9,1,38.2,0,16,0,Data Science & AI,Delhi,17,10,1
82.5,67.8,0,55.5,1,14,0,Data Science & AI,Telangana,6,8,1
86.9,68.6,1,37.7,0,14,0,Data Science & AI,Telangana,11,10,1
78.8,66.3,1,38.9,0,20,0,Information Technology,Delhi,13,9,1
70.8,50.7,0,55.3,0,16,0,Data Science & AI,Maharashtra,10,5,0
92.4,86.1,1,30.4,0,24,1,Industrial Electronics,Telangana,16,12,1
75.0,54.2,1,51.1,0,12,0,Cloud Infrastructure,Telangana,7,7,1
70.9,42.8,0,74.0,0,14,0,Data Science & AI,Tamil Nadu,4,6,0
75.5,52.4,0,56.9,0,16,0,Information Technology,Tamil Nadu,7,5,0
78.3,54.7,0,56.6,1,16,0,Information Technology,Telangana,10,5,0
87.2,70.1,1,27.8,0,14,1,Information Technology,Tamil Nadu,8,9,1
81.5,68.2,1,39.3,1,12,0,Cloud Infrastructure,Maharashtra,6,7,1
95.1,88.6,1,20.0,1,14,1,Data Science & AI,Telangana,13,10,1
64.5,49.0,1,59.9,0,14,0,Information Technology,Karnataka,6,8,1
81.8,70.4,1,44.6,0,14,2,Data Science & AI,Telangana,9,8,1
84.5,69.7,1,45.7,0,12,0,Healthcare Technology,Tamil Nadu,12,8,1
79.1,54.2,1,41.7,0,14,1,Cloud Infrastructure,Karnataka,13,7,1
93.7,86.4,1,24.2,0,20,0,Data Science & AI,Maharashtra,12,10,1
68.3,39.3,0,72.7,0,16,3,Data Science & AI,Maharashtra,3,4,1
86.3,76.0,1,40.7,0,12,1,Industrial Electronics,Tamil Nadu,15,10,1
60.9,33.2,0,83.4,0,20,0,Data Science & AI,Uttar Pradesh,4,4,0
94.5,86.1,1,15.0,0,16,1,Information Technology,Tamil Nadu,11,10,1
77.5,61.3,1,36.7,0,18,1,Information Technology,Karnataka,14,7,1
74.3,49.9,0,58.6,1,12,0,Cloud Infrastructure,Karnataka,6,5,1
76.5,64.5,0,53.2,0,10,0,Healthcare Technology,Tamil Nadu,12,5,0
73.4,51.2,0,57.6,0,12,0,Industrial Electronics,Maharashtra,3,5,0
79.3,56.9,0,44.4,1,16,4,Information Technology,Delhi,9,8,1
83.9,62.3,1,46.9,1,16,0,Cloud Infrastructure,Telangana,14,8,1
78.4,58.6,0,59.2,1,12,0,Cloud Infrastructure,Maharashtra,10,5,1
69.1,46.8,0,60.2,0,12,1,Healthcare Technology,Uttar Pradesh,13,6,0
91.3,82.2,1,28.3,1,12,0,Cloud Infrastructure,West Bengal,10,9,1
75.3,51.4,0,52.0,0,16,0,Cloud Infrastructure,Maharashtra,15,6,0
72.5,52.2,0,55.4,1,16,1,Cloud Infrastructure,Karnataka,20,6,1
89.1,73.8,1,25.1,0,16,0,Cloud Infrastructure,Karnataka,10,11,1
91.6,80.0,1,25.2,1,12,0,Cloud Infrastructure,Telangana,19,12,1
67.7,40.2,0,72.5,0,12,1,Cloud Infrastructure,Karnataka,10,4,1
90.6,79.9,1,30.8,0,14,0,Healthcare Technology,Maharashtra,8,10,1
92.0,74.2,1,23.9,0,24,0,Industrial Electronics,Telangana,10,11,1
58.4,32.2,0,80.6,1,14,0,Cloud Infrastructure,Karnataka,4,4,0
76.2,53.5,0,63.8,1,12,1,Cloud Infrastructure,Karnataka,13,5,1
79.0,55.5,0,58.5,0,18,0,Information Technology,Rajasthan,10,7,1
70.5,58.5,1,52.9,0,14,0,Information Technology,Delhi,17,7,1
78.4,62.9,0,60.3,0,10,0,Healthcare Technology,Telangana,9,7,1
78.6,58.4,1,43.5,0,20,1,Information Technology,Tamil Nadu,10,7,1
68.1,44.5,1,64.0,0,24,0,Industrial Electronics,Maharashtra,6,8,0
77.4,65.4,0,59.7,0,20,1,Information Technology,Maharashtra,12,5,1
78.0,57.7,1,48.0,1,12,0,Cloud Infrastructure,Tamil Nadu,7,7,1
87.2,71.6,1,32.1,1,18,0,Information Technology,Tamil Nadu,15,10,1
75.5,61.4,0,57.2,0,14,0,Cloud Infrastructure,Maharashtra,12,5,1
71.7,52.0,1,48.4,0,14,0,Data Science & AI,Tamil Nadu,7,7,0
73.2,55.7,0,62.1,0,12,0,Cloud Infrastructure,Kerala,8,6,0
70.9,56.5,0,71.8,0,12,0,Healthcare Technology,Telangana,8,5,0
80.7,52.1,0,52.2,0,16,0,Cloud Infrastructure,Kerala,17,7,1
84.8,67.4,1,42.5,0,16,0,Information Technology,Tamil Nadu,15,9,1
80.8,64.5,0,54.6,1,18,1,Information Technology,Karnataka,14,6,1
67.2,37.1,0,70.1,1,18,0,Information Technology,Tamil Nadu,10,5,0
88.5,66.9,1,33.3,1,16,0,Data Science & AI,Karnataka,11,9,1
84.5,69.8,1,34.6,1,10,0,Healthcare Technology,Rajasthan,9,9,1
70.6,54.9,0,72.9,1,14,0,Healthcare Technology,Karnataka,8,4,1
78.1,62.3,1,43.4,0,16,2,Cloud Infrastructure,Karnataka,7,9,1
77.7,62.2,0,56.0,0,24,0,Industrial Electronics,Karnataka,9,7,1
80.6,65.9,0,59.3,1,14,0,Information Technology,Tamil Nadu,13,6,1
80.7,62.3,0,48.0,0,14,3,Data Science & AI,Uttar Pradesh,7,8,1
89.8,83.8,1,23.2,0,16,0,Data Science & AI,Uttar Pradesh,10,10,0
75.9,58.2,1,46.7,0,12,0,Healthcare Technology,Maharashtra,17,9,1
92.0,74.2,1,25.5,0,14,2,Data Science & AI,Kerala,12,11,1
83.8,67.6,0,48.4,0,16,0,Information Technology,Maharashtra,10,8,1
67.8,50.4,0,74.4,0,24,0,Industrial Electronics,Uttar Pradesh,5,4,0
61.3,39.5,0,84.6,0,14,4,Data Science & AI,Maharashtra,6,4,0
70.1,49.9,1,51.9,0,14,0,Data Science & AI,Gujarat,10,7,1
69.9,42.8,0,64.5,0,14,0,Information Technology,Maharashtra,4,4,0
76.7,59.3,1,48.6,0,16,1,Data Science & AI,West Bengal,15,9,1
73.8,57.2,0,61.3,1,14,0,Healthcare Technology,Tamil Nadu,16,7,1
74.7,48.6,0,57.3,1,16,0,Cloud Infrastructure,Tamil Nadu,8,4,0
89.5,75.3,1,24.2,1,20,1,Information Technology,Tamil Nadu,3,10,1
91.1,76.1,1,27.4,0,14,0,Cloud Infrastructure,Karnataka,17,11,1
72.8,51.4,0,61.0,1,12,0,Cloud Infrastructure,Tamil Nadu,4,5,1
77.1,63.5,0,57.2,0,14,3,Information Technology,Tamil Nadu,11,7,1
77.3,59.1,0,55.6,0,12,1,Cloud Infrastructure,Tamil Nadu,10,6,0
74.9,55.7,1,50.1,1,16,1,Information Technology,West Bengal,7,9,1
72.3,51.7,1,55.0,0,14,0,Healthcare Technology,Delhi,6,8,1
81.4,73.6,1,37.0,0,20,1,Data Science & AI,Telangana,9,8,1
73.1,45.3,1,46.3,1,14,1,Information Technology,Karnataka,7,6,1
82.3,66.6,0,51.5,1,12,0,Industrial Electronics,Maharashtra,11,8,0
77.2,53.4,1,47.4,0,24,4,Industrial Electronics,Uttar Pradesh,12,7,1
93.3,79.5,1,22.0,1,14,0,Cloud Infrastructure,Karnataka,17,11,1
88.1,78.6,0,44.9,1,16,0,Cloud Infrastructure,Karnataka,11,7,1
72.3,47.1,0,72.3,1,14,1,Information Technology,Gujarat,10,4,0
90.8,81.4,1,20.5,0,20,0,Information Technology,Tamil Nadu,10,9,1
85.9,65.4,1,33.9,1,20,1,Information Technology,Karnataka,12,10,1
65.4,37.8,0,69.5,0,10,0,Healthcare Technology,Karnataka,9,3,0
81.9,62.1,0,42.1,1,20,0,Data Science & AI,Maharashtra,10,6,1
82.1,72.5,1,27.4,1,20,4,Data Science & AI,Gujarat,14,9,1
83.8,69.4,1,30.0,0,16,0,Cloud Infrastructure,Maharashtra,10,8,1
72.8,49.9,1,46.7,0,14,0,Healthcare Technology,Karnataka,6,8,1
76.8,62.7,1,49.1,1,16,0,Information Technology,Telangana,13,8,1
91.7,77.3,1,37.2,0,20,0,Information Technology,Delhi,14,9,1
89.4,75.1,1,27.4,1,16,0,Information Technology,Maharashtra,13,10,1
85.0,67.7,1,41.9,0,16,0,Data Science & AI,Uttar Pradesh,12,8,1
88.4,76.3,1,35.1,0,14,2,Data Science & AI,West Bengal,12,8,1
89.1,77.6,0,37.5,0,14,0,Cloud Infrastructure,Gujarat,12,8,1
84.0,69.9,1,30.4,0,24,4,Industrial Electronics,Gujarat,11,10,1
60.1,36.9,0,78.5,0,14,0,Cloud Infrastructure,Tamil Nadu,5,4,0
89.7,76.4,1,27.8,0,20,1,Data Science & AI,Karnataka,11,11,1
59.0,36.7,0,75.5,0,18,2,Information Technology,Karnataka,9,3,0
80.9,69.7,1,31.0,0,16,0,Information Technology,Delhi,10,9,1
82.4,65.3,0,44.5,0,16,1,Data Science & AI,Maharashtra,15,7,1
75.7,52.3,0,54.0,1,14,0,Cloud Infrastructure,Kerala,14,6,1
91.0,84.4,1,32.1,1,18,0,Information Technology,Telangana,10,11,1
75.6,51.6,0,58.3,0,18,0,Information Technology,Uttar Pradesh,10,5,0
75.5,54.5,0,65.9,1,16,0,Cloud Infrastructure,Karnataka,10,7,1
70.9,54.8,0,60.3,0,16,0,Cloud Infrastructure,Maharashtra,4,4,1
85.3,70.9,1,27.6,0,20,0,Data Science & AI,Tamil Nadu,13,10,1
81.9,54.3,0,48.0,0,20,0,Information Technology,Telangana,10,7,1
73.0,50.4,1,53.3,0,20,0,Information Technology,Kerala,12,8,0
71.7,53.9,0,63.0,1,24,1,Industrial Electronics,Maharashtra,7,4,1
81.9,66.2,1,38.2,0,16,0,Data Science & AI,Gujarat,3,10,1
65.8,40.3,0,79.9,0,24,1,Industrial Electronics,Maharashtra,8,4,1
64.2,46.1,1,61.7,1,14,0,Information Technology,Maharashtra,5,7,0
97.4,79.5,1,24.9,0,14,0,Healthcare Technology,Karnataka,10,10,1
71.7,50.6,0,66.1,0,16,1,Data Science & AI,Kerala,4,5,0
81.8,69.4,1,41.2,1,14,0,Data Science & AI,Maharashtra,19,9,1
77.9,56.6,1,51.0,1,12,0,Cloud Infrastructure,Tamil Nadu,15,7,1
83.3,63.9,1,36.2,0,14,2,Data Science & AI,Tamil Nadu,7,8,1
87.8,75.3,1,27.3,0,16,0,Industrial Electronics,Maharashtra,9,9,1
79.6,63.5,1,31.8,1,18,3,Information Technology,Gujarat,18,10,1
71.0,55.6,1,44.4,0,14,0,Data Science & AI,Uttar Pradesh,15,8,1
76.3,51.9,1,47.4,1,10,0,Healthcare Technology,West Bengal,9,7,1
70.6,45.5,0,68.1,0,16,0,Industrial Electronics,Maharashtra,7,5,0
87.2,70.5,1,30.3,0,16,0,Cloud Infrastructure,Maharashtra,7,8,1
88.9,77.3,1,28.6,1,14,1,Information Technology,Karnataka,12,9,1
78.3,60.5,0,54.3,0,12,0,Cloud Infrastructure,Karnataka,13,8,1
95.2,85.5,1,18.9,1,20,4,Information Technology,Tamil Nadu,12,12,1
81.0,56.2,0,51.3,0,16,1,Industrial Electronics,Tamil Nadu,18,5,0
77.8,55.2,1,46.4,0,24,0,Industrial Electronics,Tamil Nadu,8,7,1
77.5,58.9,1,36.5,1,20,0,Data Science & AI,Maharashtra,19,10,1
80.7,66.7,1,41.1,0,14,0,Healthcare Technology,Maharashtra,10,9,1
65.2,45.0,0,75.1,0,20,0,Data Science & AI,Rajasthan,6,6,0
77.5,63.2,1,45.9,0,16,0,Data Science & AI,Tamil Nadu,22,8,1
92.0,79.3,1,23.3,1,20,0,Information Technology,Karnataka,8,12,1
74.0,48.7,0,53.0,1,16,1,Industrial Electronics,Karnataka,13,6,1
88.0,71.1,1,29.3,0,14,0,Cloud Infrastructure,Tamil Nadu,10,9,1
63.8,41.1,0,71.0,1,14,0,Information Technology,Tamil Nadu,4,3,0
95.7,79.1,1,16.5,0,20,0,Data Science & AI,Maharashtra,6,10,1
81.7,69.4,0,47.8,1,12,0,Healthcare Technology,Uttar Pradesh,12,7,1
85.6,69.4,1,30.6,0,14,2,Data Science & AI,Telangana,12,10,1
86.5,71.7,1,32.8,0,14,0,Healthcare Technology,Tamil Nadu,9,11,1
78.3,58.8,0,52.1,0,12,0,Cloud Infrastructure,Karnataka,16,6,1
73.6,64.4,0,62.6,0,16,0,Data Science & AI,Uttar Pradesh,11,6,1
76.1,55.6,1,38.7,0,16,1,Data Science & AI,Delhi,15,9,1
92.1,79.2,1,28.0,0,10,0,Healthcare Technology,Karnataka,8,9,1
64.5,46.4,0,75.3,1,16,0,Industrial Electronics,Tamil Nadu,6,4,0
76.0,60.7,1,38.4,1,12,0,Cloud Infrastructure,Karnataka,13,8,1
93.8,80.2,1,30.6,1,16,0,Cloud Infrastructure,Karnataka,10,11,1
65.2,35.4,0,79.6,0,18,0,Information Technology,Tamil Nadu,9,4,0
84.5,69.0,1,34.8,1,20,0,Data Science & AI,Maharashtra,10,10,1
90.8,76.4,1,36.2,1,20,0,Information Technology,Telangana,10,9,1
88.5,64.9,1,34.0,0,20,1,Data Science & AI,Gujarat,21,9,1
77.4,61.7,0,51.2,1,20,0,Information Technology,Maharashtra,16,6,1
69.4,52.7,0,67.7,0,16,1,Information Technology,Maharashtra,7,6,0
94.8,83.0,1,27.0,1,16,0,Data Science & AI,Tamil Nadu,9,10,1
76.7,59.3,1,39.3,0,16,0,Cloud Infrastructure,Tamil Nadu,15,7,1
